0.1, 1.4504705087354428e-21
0.5, 1.193062530298219e-21
0.95, 2.688599750790439e-21
1.0, 5.6774626335213136e-21
1.02, 1.1328485613524211e-20
1.05, 3.6317504927816954e-20
1.1, 9.426997661323621e-21
1.15, 8.183854836782196e-21
1.2, 1.2033306329796582e-20
1.25, 1.1005176812334268e-20
1.3, 7.338969180073609e-21
1.35, 6.123551388657263e-21
1.4, 6.263445899999849e-21
1.5, 7.208084584284245e-21
1.8, 5.0051973436118904e-21
