0.1, 4.5913577240797844e-15
0.5, 3.926177556098867e-15
0.95, 8.770055591385553e-15
1.0, 2.1806744759016934e-14
1.02, 5.762288297176239e-14
1.05, 1.3443184440694503e-13
1.1, 2.9496318904357103e-14
1.15, 3.793464599646191e-14
1.2, 4.9204419489388354e-14
1.4, 2.7956600138300805e-14
1.5, 2.4027009741432096e-14
1.8, 1.9615911309570407e-14
